"","subject","trial","sector","length","animal","questions_sector_1","questions_sector_2","questions_biggersmaller","posteriors_new_1","posteriors_new_2","posteriors_new_3","posteriors_new_4","answers_old","t_question","t_response","response","prevTrial","prevSubject","isNewSector","isNewSubject","secId","animal1","animal2","animal3","animal4","animal5"
"148",1,1,1,5,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,214178.1962429,NA,NA,4,1,TRUE,FALSE,8,0,1,0,3,1
"149",3,1,2,2,4,1,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,696035.169092051,NA,NA,4,3,TRUE,FALSE,8,0,0,1,1,0
"150",4,1,3,4,4,3,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,9138875.76459032,NA,NA,1,4,TRUE,FALSE,8,2,0,0,2,0
"151",5,1,3,3,2,3,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,9215102.4141264,NA,NA,4,5,TRUE,FALSE,8,0,2,0,0,1
"152",6,1,1,1,4,1,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,2081437.35360558,2081439.73606914,1,6,6,TRUE,FALSE,8,0,0,0,1,0
"153",7,1,1,1,4,1,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,9873.300633184,9874.746205814,1,3,7,TRUE,FALSE,8,0,0,0,1,0
"154",8,1,1,6,1,3,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,4872.17256967,NA,NA,5,8,TRUE,FALSE,8,2,1,0,3,0
"155",9,1,1,4,4,2,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,501767.453308469,NA,NA,3,9,TRUE,FALSE,8,0,1,0,3,0
"156",10,1,4,4,3,3,1,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,257446.080075195,257448.132350953,2,1,10,TRUE,FALSE,8,2,0,1,1,0
"157",11,1,1,4,4,2,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,262498.853648307,262501.177629491,2,6,11,TRUE,FALSE,8,0,1,0,1,2
"158",12,1,1,5,4,3,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,608793.493401744,608794.694504567,2,1,12,TRUE,FALSE,8,0,1,0,2,2
"159",13,1,3,1,1,2,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,690197.787925463,NA,NA,4,13,TRUE,FALSE,8,1,0,0,0,0
"160",14,1,1,2,2,2,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,684573.382875659,684575.425632631,1,5,14,TRUE,FALSE,8,0,1,0,1,0
"161",15,1,1,3,4,2,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,868250.404272134,868252.405443707,2,4,15,TRUE,FALSE,8,0,1,0,2,0
"162",16,1,1,3,4,4,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,873412.324858898,873413.752238508,1,2,16,TRUE,FALSE,8,0,0,0,1,2
"163",17,1,3,3,1,1,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1379488.0089241,NA,NA,1,17,TRUE,FALSE,8,1,0,0,1,1
"164",18,1,2,2,4,1,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1662391.19263962,NA,NA,1,18,TRUE,FALSE,8,1,0,0,1,0
"165",19,1,4,5,2,2,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1715080.83049616,1715082.47929848,2,2,19,TRUE,FALSE,8,2,2,0,0,1
"166",20,1,3,2,4,1,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,3287626.0681221,3287627.67957347,2,6,20,TRUE,FALSE,8,0,1,0,1,0
"167",21,1,3,2,3,4,3,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,3877818.44640038,NA,NA,2,21,TRUE,FALSE,8,1,0,1,0,0
"168",22,1,3,2,5,4,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3892305.59416455,3892307.43058689,1,5,22,TRUE,FALSE,8,0,0,1,0,1
"169",1,1,2,4,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,214178.1962429,NA,NA,5,1,TRUE,FALSE,9,1,0,1,1,1
"170",3,1,1,3,4,3,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,696035.169092051,NA,NA,2,3,TRUE,FALSE,9,0,1,1,1,0
"171",4,1,2,1,4,3,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,9138875.76459032,NA,NA,4,4,TRUE,FALSE,9,0,0,0,1,0
"172",5,1,2,1,1,4,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,9215102.4141264,NA,NA,3,5,TRUE,FALSE,9,1,0,0,0,0
"173",6,1,2,6,5,2,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,2081437.35360558,2081439.73606914,1,1,6,TRUE,FALSE,9,2,1,0,0,3
"174",7,1,4,5,1,3,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,9873.300633184,9874.746205814,1,1,7,TRUE,FALSE,9,2,1,0,0,2
"175",8,1,4,6,2,3,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,4872.17256967,NA,NA,6,8,TRUE,FALSE,9,0,3,0,0,3
"176",9,1,3,4,1,3,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,501767.453308469,NA,NA,4,9,TRUE,FALSE,9,2,0,0,1,1
"177",10,1,2,1,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,257446.080075195,257448.132350953,2,4,10,TRUE,FALSE,9,1,0,0,0,0
"178",11,1,3,2,4,4,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,262498.853648307,262501.177629491,2,4,11,TRUE,FALSE,9,0,0,0,1,1
"179",12,1,1,3,4,4,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,608793.493401744,608794.694504567,2,5,12,TRUE,FALSE,9,0,1,0,2,0
"180",13,1,2,6,4,1,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,690197.787925463,NA,NA,1,13,TRUE,FALSE,9,0,0,0,1,5
"181",14,1,2,3,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,684573.382875659,684575.425632631,1,2,14,TRUE,FALSE,9,0,0,0,0,3
"182",15,1,4,5,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,868250.404272134,868252.405443707,2,3,15,TRUE,FALSE,9,5,0,0,0,0
"183",16,1,4,1,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,873412.324858898,873413.752238508,1,3,16,TRUE,FALSE,9,1,0,0,0,0
"184",17,1,4,6,2,3,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1379488.0089241,NA,NA,3,17,TRUE,FALSE,9,3,3,0,0,0
"185",18,1,2,1,5,4,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1662391.19263962,NA,NA,2,18,TRUE,FALSE,9,0,0,0,0,1
"186",19,1,3,3,4,4,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1715080.83049616,1715082.47929848,2,5,19,TRUE,FALSE,9,1,0,0,2,0
"187",20,1,3,2,4,3,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,3287626.0681221,3287627.67957347,2,2,20,TRUE,FALSE,9,0,0,0,1,1
"188",21,1,3,1,2,1,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,3877818.44640038,NA,NA,2,21,TRUE,FALSE,9,0,1,0,0,0
"189",22,1,1,2,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3892305.59416455,3892307.43058689,1,2,22,TRUE,FALSE,9,0,0,0,0,2
"190",1,1,4,4,1,3,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,214178.1962429,NA,NA,4,1,TRUE,FALSE,10,2,2,0,0,0
"191",3,1,3,4,5,4,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,696035.169092051,NA,NA,3,3,TRUE,FALSE,10,1,1,0,1,1
"192",4,1,1,2,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,9138875.76459032,NA,NA,1,4,TRUE,FALSE,10,0,0,0,1,1
"193",5,1,1,3,1,1,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,9215102.4141264,NA,NA,1,5,TRUE,FALSE,10,1,0,0,1,1
"194",6,1,3,2,4,3,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,2081437.35360558,2081439.73606914,1,6,6,TRUE,FALSE,10,0,0,1,1,0
"195",7,1,3,2,2,4,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,9873.300633184,9874.746205814,1,5,7,TRUE,FALSE,10,0,1,0,0,1
"196",8,1,3,3,2,2,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,4872.17256967,NA,NA,6,8,TRUE,FALSE,10,2,1,0,0,0
"197",9,1,4,3,1,1,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,501767.453308469,NA,NA,4,9,TRUE,FALSE,10,1,0,0,0,2
"198",10,1,3,2,3,3,4,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,257446.080075195,257448.132350953,2,1,10,TRUE,FALSE,10,1,0,1,0,0
"199",11,1,2,4,3,2,1,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,262498.853648307,262501.177629491,2,2,11,TRUE,FALSE,10,1,0,2,0,1
"200",12,1,3,5,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,608793.493401744,608794.694504567,2,3,12,TRUE,FALSE,10,0,0,0,1,4
"201",13,1,3,2,5,1,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,690197.787925463,NA,NA,6,13,TRUE,FALSE,10,0,0,0,1,1
"202",14,1,3,2,4,4,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,684573.382875659,684575.425632631,1,3,14,TRUE,FALSE,10,1,0,0,1,0
"203",15,1,3,1,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,868250.404272134,868252.405443707,2,5,15,TRUE,FALSE,10,1,0,0,0,0
"204",16,1,4,2,1,3,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,873412.324858898,873413.752238508,1,1,16,TRUE,FALSE,10,1,1,0,0,0
"205",17,1,4,5,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1379488.0089241,NA,NA,6,17,TRUE,FALSE,10,4,1,0,0,0
"206",18,1,3,4,1,3,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1662391.19263962,NA,NA,1,18,TRUE,FALSE,10,3,0,1,0,0
"207",19,1,3,4,1,4,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1715080.83049616,1715082.47929848,2,3,19,TRUE,FALSE,10,2,0,1,0,1
"208",20,1,4,3,5,2,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3287626.0681221,3287627.67957347,2,2,20,TRUE,FALSE,10,0,1,0,0,2
"209",21,1,2,5,4,3,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,3877818.44640038,NA,NA,1,21,TRUE,FALSE,10,3,0,0,1,1
"210",22,1,2,3,5,2,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3892305.59416455,3892307.43058689,1,2,22,TRUE,FALSE,10,0,0,1,1,1
"211",1,1,4,3,2,4,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,214178.1962429,NA,NA,4,1,TRUE,FALSE,11,0,3,0,0,0
"212",3,1,2,1,4,3,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,696035.169092051,NA,NA,4,3,TRUE,FALSE,11,0,0,0,1,0
"213",4,1,2,4,1,3,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,9138875.76459032,NA,NA,2,4,TRUE,FALSE,11,2,0,0,0,2
"214",5,1,2,2,1,1,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,9215102.4141264,NA,NA,3,5,TRUE,FALSE,11,2,0,0,0,0
"215",6,1,4,4,2,4,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,2081437.35360558,2081439.73606914,1,2,6,TRUE,FALSE,11,0,3,0,0,1
"216",7,1,3,2,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,9873.300633184,9874.746205814,1,2,7,TRUE,FALSE,11,0,0,0,1,1
"217",8,1,3,3,4,2,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,4872.17256967,NA,NA,3,8,TRUE,FALSE,11,0,0,1,1,1
"218",9,1,2,5,5,1,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,501767.453308469,NA,NA,3,9,TRUE,FALSE,11,1,1,0,1,2
"219",10,1,1,6,4,4,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,257446.080075195,257448.132350953,2,2,10,TRUE,FALSE,11,0,1,1,3,1
"220",11,1,4,3,1,2,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,262498.853648307,262501.177629491,2,4,11,TRUE,FALSE,11,1,1,0,1,0
"221",12,1,3,2,4,4,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,608793.493401744,608794.694504567,2,5,12,TRUE,FALSE,11,0,0,0,2,0
"222",13,1,4,3,1,3,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,690197.787925463,NA,NA,2,13,TRUE,FALSE,11,2,1,0,0,0
"223",14,1,4,4,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,684573.382875659,684575.425632631,1,2,14,TRUE,FALSE,11,2,1,0,0,1
"224",15,1,1,3,5,1,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,868250.404272134,868252.405443707,2,1,15,TRUE,FALSE,11,0,1,1,0,1
"225",16,1,2,6,4,2,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,873412.324858898,873413.752238508,1,2,16,TRUE,FALSE,11,0,0,0,3,3
"226",17,1,1,4,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1379488.0089241,NA,NA,5,17,TRUE,FALSE,11,0,1,0,1,2
"227",18,1,1,4,3,4,2,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,1662391.19263962,NA,NA,4,18,TRUE,FALSE,11,0,0,2,1,1
"228",19,1,2,1,2,4,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1715080.83049616,1715082.47929848,2,4,19,TRUE,FALSE,11,0,1,0,0,0
"229",20,1,2,2,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3287626.0681221,3287627.67957347,2,3,20,TRUE,FALSE,11,0,0,0,1,1
"230",21,1,4,5,2,2,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,3877818.44640038,NA,NA,5,21,TRUE,FALSE,11,2,1,0,0,2
"231",22,1,2,4,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3892305.59416455,3892307.43058689,1,3,22,TRUE,FALSE,11,2,0,0,1,1
"232",1,1,1,1,4,3,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,214178.1962429,NA,NA,3,1,TRUE,FALSE,12,0,0,0,1,0
"233",3,1,4,4,5,4,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,696035.169092051,NA,NA,1,3,TRUE,FALSE,12,0,2,0,0,2
"234",4,1,4,2,2,4,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,9138875.76459032,NA,NA,4,4,TRUE,FALSE,12,0,1,0,0,1
"235",5,1,1,4,4,2,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,9215102.4141264,NA,NA,2,5,TRUE,FALSE,12,1,1,0,1,1
"236",6,1,4,6,2,2,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,2081437.35360558,2081439.73606914,1,4,6,TRUE,FALSE,12,1,3,0,0,2
"237",7,1,4,2,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,9873.300633184,9874.746205814,1,2,7,TRUE,FALSE,12,1,0,0,0,1
"238",8,1,2,2,1,4,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,4872.17256967,NA,NA,3,8,TRUE,FALSE,12,2,0,0,0,0
"239",9,1,3,1,3,4,2,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,501767.453308469,NA,NA,5,9,TRUE,FALSE,12,0,0,1,0,0
"240",10,1,3,1,5,2,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,257446.080075195,257448.132350953,2,6,10,TRUE,FALSE,12,0,0,0,0,1
"241",11,1,4,3,3,2,4,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,262498.853648307,262501.177629491,2,3,11,TRUE,FALSE,12,2,0,1,0,0
"242",12,1,2,3,5,2,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,608793.493401744,608794.694504567,2,2,12,TRUE,FALSE,12,1,0,0,0,2
"243",13,1,4,4,2,3,2,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,690197.787925463,NA,NA,3,13,TRUE,FALSE,12,2,1,0,0,1
"244",14,1,4,4,4,2,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,684573.382875659,684575.425632631,1,4,14,TRUE,FALSE,12,2,0,0,1,1
"245",15,1,4,1,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,868250.404272134,868252.405443707,2,3,15,TRUE,FALSE,12,1,0,0,0,0
"246",16,1,2,5,4,3,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,873412.324858898,873413.752238508,1,6,16,TRUE,FALSE,12,3,1,0,1,0
"247",17,1,1,3,4,2,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1379488.0089241,NA,NA,4,17,TRUE,FALSE,12,0,0,0,2,1
"248",18,1,4,2,1,3,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1662391.19263962,NA,NA,4,18,TRUE,FALSE,12,1,0,0,0,1
"249",19,1,4,4,1,1,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1715080.83049616,1715082.47929848,2,1,19,TRUE,FALSE,12,3,1,0,0,0
"250",20,1,2,3,1,4,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,3287626.0681221,3287627.67957347,2,2,20,TRUE,FALSE,12,2,0,0,1,0
"251",21,1,2,1,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3877818.44640038,NA,NA,5,21,TRUE,FALSE,12,0,0,0,0,1
"252",22,1,2,3,4,2,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,3892305.59416455,3892307.43058689,1,4,22,TRUE,FALSE,12,0,0,0,2,1
"253",1,1,3,2,5,1,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,214178.1962429,NA,NA,1,1,TRUE,FALSE,13,0,0,0,1,1
"254",3,1,4,1,2,4,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,696035.169092051,NA,NA,4,3,TRUE,FALSE,13,0,1,0,0,0
"255",4,1,2,2,4,2,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,9138875.76459032,NA,NA,2,4,TRUE,FALSE,13,1,0,0,1,0
"256",5,1,3,1,3,2,3,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,9215102.4141264,NA,NA,4,5,TRUE,FALSE,13,0,0,1,0,0
"257",6,1,1,3,1,3,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,2081437.35360558,2081439.73606914,1,6,6,TRUE,FALSE,13,1,1,0,1,0
"258",7,1,4,1,2,4,2,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,9873.300633184,9874.746205814,1,2,7,TRUE,FALSE,13,0,1,0,0,0
"259",8,1,1,4,2,4,3,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,4872.17256967,NA,NA,2,8,TRUE,FALSE,13,1,3,0,0,0
"260",9,1,3,1,4,2,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,501767.453308469,NA,NA,1,9,TRUE,FALSE,13,0,0,0,1,0
"261",10,1,4,5,2,1,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,257446.080075195,257448.132350953,2,1,10,TRUE,FALSE,13,1,3,0,0,1
"262",11,1,4,1,1,4,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,262498.853648307,262501.177629491,2,3,11,TRUE,FALSE,13,1,0,0,0,0
"263",12,1,4,1,1,4,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,608793.493401744,608794.694504567,2,3,12,TRUE,FALSE,13,1,0,0,0,0
"264",13,1,2,6,5,4,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,690197.787925463,NA,NA,4,13,TRUE,FALSE,13,2,0,0,1,3
"265",14,1,3,4,4,4,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,684573.382875659,684575.425632631,1,4,14,TRUE,FALSE,13,1,1,0,2,0
"266",15,1,2,4,1,1,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,868250.404272134,868252.405443707,2,1,15,TRUE,FALSE,13,1,0,0,1,2
"267",16,1,2,1,1,3,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,873412.324858898,873413.752238508,1,5,16,TRUE,FALSE,13,1,0,0,0,0
"268",17,1,1,2,4,1,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1379488.0089241,NA,NA,3,17,TRUE,FALSE,13,0,0,0,1,1
"269",18,1,3,2,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1662391.19263962,NA,NA,2,18,TRUE,FALSE,13,0,0,0,0,2
"270",19,1,1,3,5,3,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1715080.83049616,1715082.47929848,2,4,19,TRUE,FALSE,13,0,0,2,0,1
"271",20,1,1,1,4,4,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,3287626.0681221,3287627.67957347,2,3,20,TRUE,FALSE,13,0,0,0,1,0
"272",21,1,4,4,1,1,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3877818.44640038,NA,NA,1,21,TRUE,FALSE,13,2,2,0,0,0
"273",22,1,1,5,5,1,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3892305.59416455,3892307.43058689,1,3,22,TRUE,FALSE,13,1,0,1,0,3
"274",1,1,1,1,2,2,3,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,214178.1962429,NA,NA,2,1,TRUE,FALSE,14,0,1,0,0,0
"275",3,1,1,2,2,2,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,696035.169092051,NA,NA,1,3,TRUE,FALSE,14,0,1,0,1,0
"276",4,1,2,6,4,2,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,9138875.76459032,NA,NA,2,4,TRUE,FALSE,14,2,2,0,2,0
"277",5,1,2,2,5,2,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,9215102.4141264,NA,NA,1,5,TRUE,FALSE,14,0,1,0,0,1
"278",6,1,1,1,4,2,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,2081437.35360558,2081439.73606914,1,3,6,TRUE,FALSE,14,0,0,0,1,0
"279",7,1,2,2,2,1,2,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,9873.300633184,9874.746205814,1,1,7,TRUE,FALSE,14,1,1,0,0,0
"280",8,1,3,3,4,4,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,4872.17256967,NA,NA,4,8,TRUE,FALSE,14,0,0,0,1,2
"281",9,1,4,4,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,501767.453308469,NA,NA,1,9,TRUE,FALSE,14,1,0,0,0,3
"282",10,1,4,3,3,1,2,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,257446.080075195,257448.132350953,2,5,10,TRUE,FALSE,14,2,0,1,0,0
"283",11,1,3,3,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,262498.853648307,262501.177629491,2,1,11,TRUE,FALSE,14,1,1,0,0,1
"284",12,1,4,5,1,2,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,608793.493401744,608794.694504567,2,1,12,TRUE,FALSE,14,3,2,0,0,0
"285",13,1,2,6,5,3,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,690197.787925463,NA,NA,6,13,TRUE,FALSE,14,3,0,1,1,1
"286",14,1,1,2,4,2,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,684573.382875659,684575.425632631,1,4,14,TRUE,FALSE,14,1,0,0,1,0
"287",15,1,3,5,4,4,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,868250.404272134,868252.405443707,2,4,15,TRUE,FALSE,14,1,1,1,2,0
"288",16,1,1,2,2,3,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,873412.324858898,873413.752238508,1,1,16,TRUE,FALSE,14,0,1,0,0,1
"289",17,1,2,1,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1379488.0089241,NA,NA,2,17,TRUE,FALSE,14,1,0,0,0,0
"290",18,1,1,6,4,2,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1662391.19263962,NA,NA,2,18,TRUE,FALSE,14,2,0,1,3,0
"291",19,1,4,1,1,2,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1715080.83049616,1715082.47929848,2,3,19,TRUE,FALSE,14,1,0,0,0,0
"292",20,1,2,3,4,3,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,3287626.0681221,3287627.67957347,2,1,20,TRUE,FALSE,14,0,1,1,1,0
"293",21,1,1,1,2,3,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,3877818.44640038,NA,NA,4,21,TRUE,FALSE,14,0,1,0,0,0
